Time,Price_open,Price_high,Price_low,Price_close,FIB_1_MA,FIB_1_1,FIB_1_2,FIB_1_3,FIB_1_4,FIB_1_5,FIB_1_6,FIB_1_7,FIB_1_8,FIB_1_9,FIB_1_10,FIB_1_11,FIB_1_12,FIB_2_MA,FIB_2_1,FIB_2_2,FIB_2_3,FIB_2_4,FIB_2_5,FIB_2_6,FIB_2_7,FIB_2_8,FIB_2_9,FIB_2_10,FIB_2_11,FIB_2_12,TS4_level_0,TS4_level_1,TS4_level_2,TS4_Target,TS4_level_4,TS4_level_5,RSHVB_Middle,RSHVB_Up ,RSHVB_Down ,JFPCC_Plot,T3V_Velocity,RSI_MA,RSI_Spot,MFI_Spot,MFI_MA,Senti_Spot,Accum_Plot,BBWP_Spot,BBWP_MA,DMI_Hist,DMI_Spot,DMI_MA,DMI_ADX,PMAR_Spot,PMAR_MA,Sorch_K,Sorch_D,WT_Spot,WT_MA,WT_Hist,VRSI_1,VRSI_2,VRSI_3,VRSI_MA,VRSI_4,TTF_Slow_Up,TTF_MA,TTF_Spot,TTF_Slow_Mid,PtoE_Spot,PtoB_Spot,PtoCF_Spot,PtoS_Spot,SQZM_Spot,VFI_MA,VFI_Spot,Intensity_Spot,VIX_Ind_MA1,VIX_Ind_MA2,VIX_Ind_MA3,VIX_Ind_Slow,VIX_Ind_Fast,Voli_Hist,Voli_MA,CM_Will_Hist,CM_Stoch_K1,CM_Stoch_D1,CM_Stoch_K2,CM_Stoch_D2,Hull_Hist
06-08-2012,1.928801,2.012665,1.876499,1.954623,2.095412,2.371795,2.331471,2.266226,2.223523,2.180819,2.128035,2.06279,2.010005,1.967302,1.924598,1.859353,1.819029,2.032331,2.203251,2.30899,2.39445,2.47991,2.585649,2.756569,1.861411,1.755673,1.670213,1.584753,1.479014,1.308094,1.949298,1.940796,1.93196,1.924719,1.920166,1.918708,1.897526,1.971704,1.823348,0.03152,0.009135,42.139963,44.879186,40.029591,45.991524,-0.012561,"4,28,824.16",54.761905,60.873016,-5.685008,23.311069,7.702051,-1.350124,42.571429,23.771429,52.759799,48.316833,-36.34242,-41.168296,4.825876,10.201674,13.156075,17.931682,20.886083,6.414996,79.303153,-113.009584,-115.939485,-16.853216,-10.111864,20.039197,-25.35788,16.572582,-0.081317,-2.269281,-2.79533,-1.18162, -   , -   , -   , -   , -   ,0.728096,1.164752,15.352185,44.413221,35.713995,24.434728,29.372824,-0.056297
06-11-2012,1.941712,2.066665,1.930558,1.989805,2.093321,2.364388,2.32484,2.260849,2.218967,2.177085,2.125316,2.061326,2.009557,1.967675,1.925793,1.861802,1.822254,2.033674,2.203089,2.307896,2.392604,2.477311,2.582119,2.751534,1.864259,1.759451,1.674744,1.590036,1.485228,1.315814,1.976302,1.964467,1.953631,1.943994,1.936051,1.93027,1.895916,1.972658,1.819175,0.023431,0.021796,43.19599,47.94811,47.835102,46.36024,-0.009721,"-19,12,300.90",53.174603,59.603175,-2.115516,35.172878,22.311966,-5.969664,55.714286,23.9,56.164435,50.457023,-27.288242,-36.797772,9.509529,10.071798,12.945851,17.591581,20.465634,12.244961,79.303153,-112.883902,-112.318333,-16.790375,-10.293868,20.399885,-25.8143,16.870874,-0.048318,-2.265254,-2.257199,-6.738217, -   , -   , -   , -   , -   ,1.082046,1.149714,12.913614,50.776653,43.826905,31.971897,27.839726,-0.078461
06-12-2012,1.965758,1.989331,1.920665,1.958998,2.090661,2.357085,2.318215,2.25532,2.214156,2.172991,2.122108,2.059214,2.008332,1.967167,1.926002,1.863108,1.824237,2.034918,2.202826,2.306701,2.390655,2.474609,2.578484,2.746391,1.867011,1.763136,1.679182,1.595228,1.491353,1.323445,1.964766,1.964666,1.960988,1.955323,1.948899,1.94269,1.897218,1.972435,1.822001,0.001806,0.020171,43.625129,45.556256,39.983063,45.084804,-0.008081,"-40,62,611.32",47.619048,56.190476,-2.618763,33.783965,30.755971,-6.868994,48,24.928571,56.70642,52.314864,-24.999287,-32.101551,7.102264,9.84096,12.572207,16.987099,19.718346,15.563608,79.303153,-112.448586,-110.489665,-16.572717,-10.134496,20.084048,-25.414635,16.609674,-0.029224,-2.754093,-3.73177,-5.07449, -   , -   , -   , -   , -   ,1.198928,1.158662,11.585087,49.941079,48.376984,31.971897,27.839726,-0.106736
6/13/2012,1.962378,2.042665,1.962378,1.990498,2.088678,2.34912,2.311122,2.24964,2.209399,2.169159,2.119419,2.057937,2.008197,1.967956,1.927716,1.866234,1.828236,2.03648,2.202661,2.305468,2.388558,2.471649,2.574456,2.740636,1.8703,1.767493,1.684402,1.601312,1.498505,1.332324,1.981921,1.976169,1.971109,1.965847,1.960198,1.954362,1.901794,1.978601,1.824987,-0.012546,0.018926,44.491682,48.39117,47.462386,45.560321,-0.005712,"-51,97,451.07",41.666667,51.111111,0.768561,41.426814,36.794552,-8.172302,57.142857,27.185714,58.940003,53.862777,-16.570046,-26.299999,9.729953,9.655571,12.272128,16.501631,19.118188,15.204978,79.303153,-111.243387,-105.81999,-15.970117,-10.297456,20.406995,-25.823297,16.876754,-0.01189,-3.115429,-3.838101,-5.429584, -   , -   , -   , -   , -   ,1.285817,1.181781,5.168485,53.662567,51.4601,36.366812,30.924479,-0.10608
6/14/2012,1.976438,2.043331,1.907998,1.980664,2.086539,2.340902,2.303791,2.243744,2.204443,2.165141,2.116562,2.056515,2.007936,1.968635,1.929334,1.869287,1.832176,2.037778,2.202716,2.304754,2.387223,2.469692,2.571731,2.736669,1.872839,1.770801,1.688332,1.605863,1.503825,1.338886,1.981083,1.979445,1.976666,1.97306,1.968773,1.963969,1.907954,1.985297,1.830611,-0.018046,0.0149,45.049303,47.558598,34.352688,43.318794,-0.003931,"-51,95,519.67",40.47619,47.539683,-2.575151,40.141582,38.450787,-8.880728,54.285714,29.557143,62.846286,55.374506,-12.927954,-20.446382,7.518428,9.655571,12.272128,16.501631,19.118188,14.77632,79.303153,-110.496404,-107.134979,-15.596626,-10.246582,20.306174,-25.695718,16.793374,-0.001382,-3.60588,-4.586783,-2.548406, -   , -   , -   , -   , -   ,1.072929,1.16199,7.408594,52.714378,52.106008,36.366812,30.924479,-0.071899
6/15/2012,1.978551,1.996665,1.920665,1.967665,2.084185,2.333335,2.296985,2.238168,2.199672,2.161177,2.113593,2.054777,2.007193,1.968697,1.930202,1.871385,1.835035,2.038235,2.202004,2.303319,2.385204,2.467089,2.568404,2.732173,1.874466,1.773151,1.691266,1.609381,1.508066,1.344297,1.972138,1.974573,1.975271,1.974534,1.972614,1.969732,1.914366,1.991485,1.837246,-0.01601,0.007765,45.298813,46.421607,36.975941,42.050223,-0.002719,"-43,42,524.17",28.174603,42.222222,-2.453972,42.334074,41.300823,-10.008537,50,31.828571,68.166971,57.093607,-12.857093,-16.838595,3.981502,9.529574,12.068183,16.171689,18.710299,14.196325,79.303153,-109.852548,-106.955198,-15.274698,-10.179331,20.172901,-25.527071,16.683156,0.002345,-3.296423,-2.677507,0.409502, -   , -   , -   , -   , -   ,0.852838,1.10578,6.793889,53.613423,53.330123,40.764371,36.367694,-0.039545
6/18/2012,1.973108,2.155331,1.966665,2.060165,2.083709,2.32735,2.291803,2.234287,2.196643,2.158998,2.112467,2.054951,2.00842,1.970776,1.933131,1.875615,1.840069,2.039767,2.202516,2.303199,2.384573,2.465948,2.566631,2.72938,1.877019,1.776335,1.694961,1.613587,1.512903,1.350155,2.030822,2.012073,1.999806,1.991382,1.985126,1.979994,1.924333,2.007481,1.841185,0.007259,0.018441,47.011287,54.717421,49.973052,43.634789,0.000887,"-30,94,622.18",30.555556,37.698413,7.217867,42.334074,41.603243,-9.130565,72.857143,35.414286,75.623476,59.304009,2.056253,-10.07471,12.130963,9.275332,11.656656,15.50592,17.887244,17.34617,79.303153,-108.580589,-102.856774,-14.638718,-10.657862,21.12123,-26.7271,17.467432,0.012901,-2.382587,-0.554917,1.535723, -   , -   , -   , -   , -   ,0.928705,1.073585,4.561599,58.830461,55.052754,40.764371,36.367694,0.009383
6/19/2012,2.016636,2.17729,2.016636,2.137821,2.084781,2.322961,2.288211,2.231984,2.195183,2.158383,2.112894,2.056667,2.011179,1.974378,1.937577,1.881351,1.8466,2.04163,2.203192,2.303142,2.383923,2.464705,2.564654,2.726217,1.880067,1.780117,1.699336,1.618555,1.518605,1.357042,2.102155,2.072127,2.04802,2.029141,2.014469,2.002977,1.939519,2.026186,1.852851,0.034545,0.041059,49.423416,60.277997,59.453134,46.798458,0.005892,"-15,42,444.42",57.936508,39.761905,7.817445,44.611779,43.093309,-8.116656,88.571429,39.7,82.89265,62.076161,15.337731,-2.097766,17.435496,9.081968,11.343669,14.999569,17.26127,20.91717,79.303153,-99.761663,-60.076495,-10.229255,-11.059602,21.917377,-27.734557,18.125853,0.034395,-1.289529,0.896587,5.881342, -   , -   , -   , -   , -   ,1.419614,1.136499,5.668605,70.627027,61.023637,54.134305,43.755163,0.081756
6/20/2012,2.077229,2.299998,2.077229,2.249831,2.088049,2.324616,2.290101,2.234255,2.197704,2.161152,2.115972,2.060126,2.014946,1.978395,1.941843,1.885997,1.851483,2.04577,2.205929,2.305011,2.385091,2.465171,2.564253,2.724413,1.88561,1.786528,1.706448,1.626368,1.527286,1.367126,2.200606,2.15778,2.121193,2.090509,2.065162,2.044434,1.962799,2.054732,1.870865,0.055918,0.0717,52.553898,66.641069,76.560374,52.750841,0.01283,"9,53,639.17",82.936508,48.015873,13.578312,50,45.648617,-7.661752,97.714286,42.842857,87.938482,65.527626,28.613719,8.287653,20.326066,11.057648,14.541592,20.173172,23.657116,29.288696,79.303153,-86.718548,-28.024529,-3.707698,-11.639065,23.065729,-29.187697,19.075549,0.081075,0.559941,4.258882,13.447071, -   , -   , -   , -   , -   ,2.020543,1.297234,7.6718,83.934027,71.130505,54.134305,43.755163,0.193932
6/21/2012,2.16353,2.285331,2.122665,2.209498,2.090454,2.324136,2.290042,2.234877,2.198771,2.162666,2.118036,2.062872,2.018242,1.982137,1.946031,1.890866,1.856772,2.048924,2.207366,2.305384,2.384605,2.463826,2.561844,2.720286,1.890483,1.792464,1.713244,1.634023,1.536004,1.377563,2.206534,2.190282,2.167253,2.141671,2.116168,2.092257,1.990285,2.082047,1.898523,0.043942,0.075515,54.406548,62.743471,64.106673,55.022008,0.01703,"32,63,513.83",87.698413,57.460317,12.390724,45.731131,46.78097,-8.025091,91.428571,45.614286,90.435387,69.247391,36.062539,20.51756,15.544979,13.02604,17.727718,25.327691,30.029369,37.629341,67.590903,-86.718548,14.885777,-9.563823,-11.430407,22.652222,-28.664439,18.733575,0.115867,2.101778,5.185451,9.531898, -   , -   , -   , -   , -   ,2.214363,1.463985,5.652257,86.926429,80.495828,71.74044,55.546372,0.292183
6/22/2012,2.186514,2.265331,2.163999,2.213748,2.092895,2.323959,2.290247,2.2357,2.199999,2.164298,2.120169,2.065622,2.021493,1.985792,1.950091,1.895544,1.861832,2.052052,2.209086,2.306234,2.384751,2.463268,2.560416,2.717449,1.895019,1.797871,1.719354,1.640837,1.543689,1.386655,2.211343,2.204323,2.191966,2.175201,2.155524,2.134435,2.020577,2.113002,1.928152,0.011029,0.06224,55.967018,62.989136,69.561122,57.929831,0.020236,"52,62,374.57",87.301587,69.285714,11.70399,41.676061,45.802397,-8.966958,87.714286,48,93.104214,73.281832,40.880937,30.223731,10.657206,15.208091,21.259682,31.041705,37.093296,46.87532,60.521293,-86.718548,28.708048,-13.098628,-11.452397,22.695799,-28.719582,18.769614,0.148624,3.319953,5.756305,6.965527, -   , -   , -   , -   , -   ,2.33977,1.623219,3.815053,84.268644,85.043033,71.74044,55.546372,0.351285
6/25/2012,2.200131,2.274664,2.183331,2.231998,2.09565,2.324495,2.291107,2.237084,2.201725,2.166367,2.122661,2.068639,2.024933,1.989575,1.954216,1.900193,1.866805,2.054246,2.209877,2.306157,2.383973,2.461788,2.558069,2.7137,1.898614,1.802334,1.724519,1.646703,1.550423,1.394791,2.225113,2.218183,2.209444,2.19803,2.183861,2.167386,2.052807,2.146396,1.959218,-0.012979,0.046998,57.442859,64.084142,71.623567,60.668578,0.022991,"68,97,519.45",90.873016,81.349206,11.628162,38.26802,41.891737,-9.867844,88.571429,51.071429,93.565562,77.021945,44.368617,37.481453,6.887164,17.172592,24.43951,36.186034,43.452951,55.199476,56.24397,-86.718548,36.996019,-15.237289,-11.546805,22.882894,-28.956335,18.924343,0.176414,4.810217,7.790743,6.378874, -   , -   , -   , -   , -   ,2.008194,1.693214,2.955788,82.31693,84.504001,81.556882,69.143875,0.374724
6/26/2012,2.216064,2.216064,2.092665,2.123332,2.096198,2.323184,2.290068,2.236483,2.201412,2.166341,2.12299,2.069406,2.026056,1.990984,1.955913,1.902329,1.869212,2.056728,2.210408,2.305481,2.382321,2.459161,2.554234,2.707915,1.903048,1.807975,1.731135,1.654295,1.559221,1.405541,2.157259,2.177567,2.188192,2.191472,2.188935,2.181752,2.080637,2.170005,1.99127,-0.042127,0.013432,56.792293,53.864743,64.617268,61.458316,0.021908,"79,04,468.38",85.31746,86.825397,5.693074,22.967005,34.303695,-10.339917,59.142857,51.7,91.87395,80.538698,41.718949,40.75776,0.961188,18.281725,26.234801,39.090458,47.043534,59.899191,52.007182,-86.718548,32.941637,-17.355683,-10.984643,21.768828,-27.54658,18.003001,0.187137,5.342972,6.408482,0.67596, -   , -   , -   , -   , -   ,1.400404,1.639976,6.985691,74.534788,80.373454,81.556882,69.143875,0.359147
6/27/2012,2.169698,2.169698,2.104665,2.131248,2.096892,2.321101,2.28839,2.235461,2.200819,2.166177,2.123356,2.070428,2.027608,1.992966,1.958323,1.905395,1.872683,2.058369,2.209903,2.303648,2.379415,2.455181,2.548927,2.70046,1.906836,1.813091,1.737324,1.661557,1.567812,1.416279,2.139918,2.152468,2.164376,2.173408,2.178584,2.17964,2.104336,2.193872,2.014799,-0.049713,-0.010993,56.363664,54.434836,65.4701,62.260673,0.021011,"86,17,549.97",80.15873,86.269841,5.47993,8.325419,23.186815,-10.34008,61.428571,52.5,88.896791,83.534377,38.604103,41.393151,-2.789049,19.079839,27.526663,41.180434,49.627258,63.281029,50.261129,-86.718548,42.403892,-18.228709,-11.025599,21.849992,-27.649286,18.070125,0.197474,5.676049,6.342203,0.359615, -   , -   , -   , -   , -   ,0.770923,1.481966,6.452317,67.466558,74.772759,75.184134,76.160485,0.327456
6/28/2012,2.150473,2.150473,2.041331,2.100664,2.096967,2.318428,2.286117,2.233837,2.19962,2.165402,2.123107,2.070827,2.028532,1.994314,1.960096,1.907817,1.875506,2.060058,2.209672,2.302229,2.377036,2.451843,2.5444,2.694014,1.910445,1.817887,1.74308,1.668274,1.575716,1.426103,2.113749,2.126655,2.139229,2.150622,2.159942,2.166508,2.12296,2.211804,2.034116,-0.038756,-0.026249,55.529037,51.773214,64.180838,62.644706,0.019222,"92,58,059.01",75.396825,83.809524,1.4549,-11.77138,6.507015,-11.331825,48.285714,53.642857,85.541606,85.803909,32.455089,39.286689,-6.8316,19.572365,28.323888,42.470185,51.221707,65.368004,50.666207,-86.718548,52.489058,-18.02617,-10.86738,21.536441,-27.252515,17.810816,0.193412,6.11321,6.987531,1.030812, -   , -   , -   , -   , -   ,1.160348,1.42349,9.267373,55.862382,65.954576,75.184134,76.160485,0.287565
6/29/2012,2.125569,2.186664,2.066665,2.131498,2.097651,2.315638,2.283834,2.232374,2.198693,2.165012,2.123381,2.071921,2.030289,1.996608,1.962927,1.911467,1.879664,2.061982,2.210023,2.301608,2.375628,2.449649,2.541233,2.689274,1.913942,1.822357,1.748336,1.674316,1.582731,1.43469,2.125581,2.125939,2.130369,2.13712,2.144728,2.151988,2.138801,2.228901,2.048701,-0.00641,-0.024532,55.288179,54.204319,64.79939,63.075643,0.018427,"1,01,07,486.83",66.666667,79.68254,3.458582,-11.862961,-5.102974,-11.1316,54.571429,55.957143,83.475186,87.33473,30.110023,35.722041,-5.612018,20.144857,29.250549,43.969339,53.07503,67.79382,52.734913,-86.718548,62.044086,-16.991818,-9.688625,54.126397,-21.076878,21.869481,0.184635,6.448466,7.118978,1.587546, -   , -   , -   , -   , -   ,1.331499,1.406765,8.141333,55.439415,59.589452,66.033232,74.258083,0.24909
07-02-2012,2.128533,2.128533,2.012665,2.062323,2.096951,2.312138,2.280742,2.229944,2.196696,2.163447,2.12235,2.071552,2.030455,1.997207,1.963959,1.91316,1.881765,2.063046,2.209586,2.300242,2.373512,2.446782,2.537439,2.683979,1.916506,1.82585,1.75258,1.67931,1.588654,1.442114,2.083409,2.097586,2.108514,2.118049,2.126942,2.135291,2.149312,2.236624,2.062,0.010134,-0.028887,54.021107,48.319282,63.300364,63.120587,0.015702,"99,77,017.64",61.507937,73.809524,0.070504,-23.371175,-15.668506,-11.662294,30,57.228571,78.431773,87.61556,21.543158,30.678093,-9.134935,20.371748,29.617805,44.563485,53.809542,68.755222,55.345533,-86.718548,67.093323,-15.686507,-9.374197,52.369813,-20.392862,21.159743,0.154533,6.306726,6.023247,2.403236, -   , -   , -   , -   , -   ,1.759789,1.470951,10.541513,48.511161,53.270986,66.033232,74.258083,0.192965
07-03-2012,2.095428,2.095428,2.026664,2.044332,2.095909,2.309213,2.278093,2.227738,2.194781,2.161824,2.121086,2.070732,2.029995,1.997037,1.96408,1.913726,1.882605,2.065369,2.21067,2.300559,2.373209,2.445859,2.535749,2.681049,1.920068,1.830179,1.757529,1.684879,1.594989,1.449689,2.057357,2.070767,2.083349,2.094916,2.105591,2.115491,2.154642,2.241025,2.068259,0.013211,-0.033497,52.725127,46.893218,62.329425,62.962355,0.012902,"64,70,965.53",54.761905,67.698413,0.067586,-32.422181,-22.552106,-11.789011,25.428571,58.171429,72.861954,86.612491,13.520738,24.407252,-10.886514,20.639199,30.050713,45.263844,54.675358,69.88849,56.082154,-86.718548,59.396951,-15.318197,-9.292416,51.912938,-20.214954,20.975145,0.117144,5.728696,4.572637,1.876916, -   , -   , -   , -   , -   ,1.693144,1.51135,9.919288,43.72094,49.223838,57.673573,66.29698,0.124449
07-05-2012,2.06988,2.111331,2.053331,2.075165,2.095498,2.305527,2.274884,2.225303,2.192852,2.160401,2.120289,2.070708,2.030596,1.998145,1.965694,1.916113,1.88547,2.067442,2.211398,2.300455,2.372433,2.444411,2.533468,2.677424,1.923486,1.834429,1.762451,1.690473,1.601416,1.45746,2.069229,2.069742,2.074277,2.081157,2.089302,2.098031,2.157231,2.241162,2.0733,0.012287,-0.0266,52.163549,49.636446,62.340541,62.837992,0.011407,"22,92,227.67",39.68254,59.603175,1.0527,-40.79414,-32.195832,-12.091857,32.285714,58.771429,67.156565,84.534299,9.596185,18.692526,-9.096341,20.903029,30.477759,45.954719,55.529449,71.00641,55.997661,-86.718548,55.61744,-15.360443,-9.432566,52.695899,-20.51984,21.291496,0.088816,5.528177,5.127138,1.329654, -   , -   , -   , -   , -   ,1.500308,1.509342,8.733999,38.292298,43.508133,57.673573,66.29698,0.048092
07-06-2012,2.072522,2.115331,2.053331,2.075165,2.095096,2.301873,2.271704,2.222891,2.190942,2.158993,2.119502,2.070689,2.031198,1.999249,1.967301,1.918487,1.888319,2.069218,2.212209,2.300669,2.372164,2.44366,2.53212,2.675111,1.926227,1.837766,1.766271,1.694775,1.606315,1.463324,2.073186,2.072038,2.072784,2.075575,2.080151,2.086111,2.157411,2.240999,2.073824,0.007742,-0.016439,51.704084,49.636492,62.060638,62.682521,0.010111,"-18,84,837.94",38.095238,52.142857,1.267723,-39.292102,-37.502808,-12.345379,31.714286,58.871429,61.615623,81.652322,6.395047,12.763782,-6.368735,21.193909,30.94859,46.716432,56.471113,72.238954,55.536597,-86.718548,53.461808,-15.590975,-9.432568,52.695912,-20.519845,21.291502,0.062801,5.253635,4.70455,0.694811, -   , -   , -   , -   , -   ,1.20071,1.453227,8.733999,36.019413,39.344217,56.100533,59.935779,-0.024728
07-09-2012,2.073844,2.121998,2.044665,2.082165,2.09484,2.298554,2.268832,2.220742,2.189266,2.157791,2.118885,2.070794,2.031889,2.000413,1.968938,1.920847,1.891126,2.070634,2.212768,2.300698,2.371764,2.442831,2.530761,2.672894,1.928501,1.840571,1.769504,1.698438,1.610508,1.468374,2.079172,2.076794,2.075458,2.075497,2.077048,2.080069,2.156022,2.237264,2.074781,0.001723,-0.006947,51.451029,50.312283,56.134545,61.372926,0.009175,"-60,91,626.59",41.269841,47.063492,0.63429,-34.298389,-38.12821,-13.256936,32.857143,58.385714,56.269014,77.968802,3.876868,8.347209,-4.470342,21.536561,31.503222,47.613715,57.580376,73.69087,55.038307,-86.718548,52.796003,-15.84012,-9.464386,52.873667,-20.589063,21.363323,0.037727,5.160476,4.974159,0.111101, -   , -   , -   , -   , -   ,1.059084,1.381565,9.119184,32.489083,35.600265,56.100533,59.935779,-0.096454
07-10-2012,2.078004,2.165331,2.059331,2.102998,2.095001,2.295342,2.266113,2.218819,2.187864,2.15691,2.118648,2.071354,2.033092,2.002138,1.971184,1.923889,1.89466,2.071982,2.212993,2.300228,2.370733,2.441238,2.528474,2.669484,1.930971,1.843736,1.773231,1.702726,1.61549,1.47448,2.095056,2.088969,2.084465,2.081476,2.08,2.080023,2.154124,2.236419,2.071828,-0.001504,0.002793,51.616487,52.361045,64.945141,62.087369,0.008906,"-82,07,393.48",27.777778,40.31746,3.440736,-30.368894,-34.653128,-13.769812,38.571429,57.528571,51.193863,73.731632,6.283088,6.537797,-0.254709,21.664043,31.70957,47.947546,57.993073,74.231048,55.471229,-86.718548,57.419379,-15.623659,-9.559081,53.402685,-20.795064,21.57707,0.021455,5.298758,5.575323,-0.854642, -   , -   , -   , -   , -   ,0.630794,1.245061,8.467313,29.392115,32.633537,56.359887,56.711331,-0.150757
07-11-2012,2.090501,2.111997,2.067331,2.096164,2.095024,2.291577,2.262901,2.216501,2.186132,2.155762,2.118224,2.071824,2.034286,2.003917,1.973548,1.927148,1.898471,2.073718,2.21376,2.300397,2.370418,2.440439,2.527075,2.667117,1.933676,1.847039,1.777018,1.706997,1.620361,1.480318,2.095795,2.093519,2.090501,2.087493,2.084995,2.083338,2.151784,2.232348,2.071221,-0.003179,0.007012,51.615186,51.609332,53.855982,60.441091,0.008407,"-94,17,406.80",23.412698,34.047619,3.335197,-25.854814,-30.174032,-14.867205,36.285714,56.942857,48.640723,69.40831,4.826593,5.345399,-0.518806,21.664043,31.70957,47.947546,57.993073,72.676181,55.260457,-86.718548,54.311982,-15.729045,-9.528019,53.229158,-20.727492,21.506957,0.001437,5.390619,5.574341,0.12858, -   , -   , -   , -   , -   ,0.251303,1.064378,8.111731,28.749861,30.210353,56.359887,56.711331,-0.168806
07-12-2012,2.093333,2.200664,2.053331,2.129998,2.095717,2.289002,2.260802,2.215173,2.185309,2.155445,2.118531,2.072903,2.035988,2.006124,1.97626,1.930632,1.902432,2.075401,2.214398,2.300387,2.369886,2.439384,2.525373,2.66437,1.936405,1.850416,1.780917,1.711419,1.62543,1.486433,2.118597,2.110238,2.103659,2.09827,2.093845,2.090343,2.150211,2.23227,2.068152,0.001019,0.01321,52.239719,55.050118,52.289741,58.810821,0.008835,"-88,48,858.85",16.269841,29.365079,8.920592,-15.809723,-24.011144,-15.182281,44.857143,56.328571,47.110142,65.229645,10.963413,6.487491,4.475923,21.664043,31.70957,47.947546,57.993073,68.26874,56.522883,-86.718548,62.203799,-15.097832,-9.681807,54.088306,-21.062045,21.854091,-0.00968,6.032165,7.315258,0.052531, -   , -   , -   , -   , -   ,0.239175,0.914341,8.733999,35.615063,31.252346,63.542146,58.667522,-0.148652
7/13/2012,2.111665,2.29333,2.111665,2.240831,2.09859,2.292146,2.263907,2.218214,2.188308,2.158402,2.121436,2.075744,2.038778,2.008872,1.978966,1.933274,1.905035,2.077114,2.215403,2.300955,2.3701,2.439244,2.524796,2.663085,1.938825,1.853273,1.784129,1.714984,1.629432,1.491143,2.200086,2.170137,2.147977,2.131408,2.118887,2.109372,2.153371,2.240149,2.066592,0.020536,0.035703,54.389663,64.064413,69.087797,60.866216,0.012058,"-79,36,373.75",16.666667,25.079365,13.778119,8.255951,-11.136196,-15.004083,73.428571,57.285714,50.508103,61.726294,25.203675,11.819192,13.384483,22.419584,32.320728,48.325316,58.22646,68.798832,59.979208,-86.718548,75.532673,-13.36967,-10.185594,56.902762,-22.157997,22.991257,-0.002918,7.081557,9.180341,2.892103, -   , -   , -   , -   , -   ,0.789276,0.891602,6.14118,52.233844,38.866256,63.542146,58.667522,-0.082315
7/16/2012,2.176248,2.399998,2.176248,2.336331,2.103298,2.301194,2.272321,2.225604,2.195028,2.164451,2.126656,2.07994,2.042145,2.011568,1.980992,1.934275,1.905402,2.079957,2.217494,2.30258,2.371348,2.440117,2.525203,2.66274,1.94242,1.857334,1.788565,1.719797,1.63471,1.497174,2.290916,2.250656,2.21643,2.188089,2.165022,2.146472,2.16376,2.254954,2.072566,0.042438,0.065745,57.173813,69.702484,71.164666,62.925906,0.016978,"-62,64,843.51",52.380952,27.301587,18.277968,32.444703,8.296977,-14.502856,92,59.385714,53.787622,58.757538,38.636443,19.907531,18.728912,26.873677,35.923646,50.552363,59.602332,70.840722,65.670732,-86.718548,91.282587,-10.523908,-10.619688,59.327863,-23.102334,23.971106,0.010225,8.492299,11.313782,5.16146, -   , -   , -   , -   , -   ,1.506652,1.003429,6.851911,69.880349,52.576419,69.787331,63.229788,0.01384
7/17/2012,2.25629,2.347332,2.158665,2.265665,2.106513,2.30544,2.276417,2.229456,2.198721,2.167985,2.129993,2.083033,2.045042,2.014306,1.98357,1.93661,1.907587,2.083566,2.219768,2.304029,2.37213,2.440231,2.524492,2.660694,1.947363,1.863103,1.795001,1.7269,1.642639,1.506437,2.274082,2.266273,2.249659,2.229136,2.207765,2.187334,2.176283,2.264778,2.087787,0.032731,0.064245,58.043372,61.956387,62.301434,62.801012,0.018635,"-34,97,156.43",60.31746,33.809524,15.308898,38.641642,26.447432,-13.294492,72.285714,59.357143,55.891188,56.503479,43.263344,29.516719,13.746625,28.36452,37.129589,51.297784,60.062854,71.391654,75.009113,-86.718548,117.031831,-5.854717,-10.298477,57.533393,-22.403566,23.24606,0.01237,8.537218,8.627056,5.459344, -   , -   , -   , -   , -   ,1.577466,1.1078,7.604497,76.725318,66.279837,69.787331,63.229788,0.108542
7/18/2012,2.260977,2.260977,2.070665,2.138331,2.107143,2.306766,2.277641,2.230517,2.199673,2.16883,2.130706,2.083581,2.045457,2.014613,1.98377,1.936645,1.907521,2.08701,2.221398,2.304536,2.371731,2.438925,2.522063,2.656451,1.952622,1.869483,1.802289,1.735095,1.651957,1.517569,2.183582,2.211146,2.223983,2.225701,2.219722,2.208926,2.184613,2.268084,2.101141,-0.034607,0.024617,56.756507,50.965617,48.781232,59.997056,0.01619,"-20,82,809.24",59.126984,40.952381,8.845565,11.297943,27.46143,-12.851596,35.714286,56.714286,53.766489,54.593933,37.748352,36.212953,1.535398,28.36452,37.129589,51.297784,60.062854,71.647366,82.929497,-86.718548,118.571222,-1.894525,-9.719688,54.29993,-21.144452,21.939597,-0.002618,7.584509,5.67909,2.676685, -   , -   , -   , -   , -   ,1.559736,1.18997,11.371087,60.441747,69.015805,65.252971,66.194149,0.16163
